,title,link
3421,"Leinster, Murray",/browse/authors/l#a7321
3422,"Synge, J. M. (John Millington)",/browse/authors/s#a504
3423,"Daudet, Alphonse",/browse/authors/d#a727
3424,"Mérimée, Prosper",/browse/authors/m#a920
3425,"Erasmus, Desiderius",/browse/authors/e#a3026
3426,Boethius,/browse/authors/b#a4992
3427,"Riis, Jacob A. (Jacob August)",/browse/authors/r#a1960
3428,"Leroux, Gaston",/browse/authors/l#a112
3429,"Kingsley, Charles",/browse/authors/k#a344
3430,"Mudie, H. Bolingbroke (Harold Bolingbroke)",/browse/authors/m#a33509
3431,"Anderson, Sherwood",/browse/authors/a#a231
3432,"Cohn, Paul V. (Paul Victor)",/browse/authors/c#a41296
3433,"Winter, Milo",/browse/authors/w#a8180
3434,"Aïdé, Hamilton",/browse/authors/a#a57586
3435,"Lockwood, Ingersoll",/browse/authors/l#a9462
3436,"Jefferson, Thomas",/browse/authors/j#a1638
3437,"Keats, John",/browse/authors/k#a935
3438,"Grey, Zane",/browse/authors/g#a212
3439,"Bond, Nelson S.",/browse/authors/b#a34095
3440,"Marriage, Ellen",/browse/authors/m#a701
3441,"Collodi, Carlo",/browse/authors/c#a268
3442,"Spyri, Johanna",/browse/authors/s#a2491
3443,Laozi,/browse/authors/l#a2427
3444,"Goldsmith, Oliver",/browse/authors/g#a211
3445,"Washington, Booker T.",/browse/authors/w#a880
3446,"Campbell, John Gregorson",/browse/authors/c#a50200
3447,"Paget, Walter",/browse/authors/p#a9756
3448,"Vizetelly, Ernest Alfred",/browse/authors/v#a3192
3449,"Montagu, Basil",/browse/authors/m#a48860
3450,"Rostand, Edmond",/browse/authors/r#a575
3451,"Wells, Carolyn",/browse/authors/w#a1060
3452,"Guizot, François",/browse/authors/g#a5686
3453,"Rolland, Romain",/browse/authors/r#a2602
3454,"Benson, E. F. (Edward Frederic)",/browse/authors/b#a812
3455,"Spiers, A. (Alexander)",/browse/authors/s#a48859
3456,"Burke, Edmund",/browse/authors/b#a842
3457,"Owen, Will",/browse/authors/o#a33499
3458,Apicius,/browse/authors/a#a6712
3459,"Ellis, Edward Sylvester",/browse/authors/e#a2569
3460,"Meade, L. T.",/browse/authors/m#a1621
3461,"Boylan, R. Dillon (Richard Dillon)",/browse/authors/b#a952
3462,"Maeterlinck, Maurice",/browse/authors/m#a795
3463,"Mille, Pierre",/browse/authors/m#a6263
3464,"Sue, Eugène",/browse/authors/s#a1186
3465,"Hogarth, C. J.",/browse/authors/h#a835
3466,"Rand, Ayn",/browse/authors/r#a572
3467,"Perrault, Charles",/browse/authors/p#a7137
3468,"Townsend, George Fyler",/browse/authors/t#a19
3469,"Mabie, Hamilton Wright",/browse/authors/m#a1421
3470,"Schoenherr, John",/browse/authors/s#a25396
3471,"Radcliffe, Ann Ward",/browse/authors/r#a1147
3472,"Huxley, Thomas Henry",/browse/authors/h#a595
3473,"Pepys, Samuel",/browse/authors/p#a1181
3474,"James, H. R. (Henry Rosher)",/browse/authors/j#a25656
3475,"Ward, Humphry, Mrs.",/browse/authors/w#a2629
3476,"Willis, Nathaniel Parker",/browse/authors/w#a6238
3477,"Symonds, John Addington",/browse/authors/s#a1504
3478,"Churchill, Winston",/browse/authors/c#a213
3479,"Clausewitz, Carl von",/browse/authors/c#a757
3480,"Quiller-Couch, Arthur",/browse/authors/q#a3579
3481,"Conway, Moncure Daniel",/browse/authors/c#a1283
3482,"Greiffenhagen, Maurice",/browse/authors/g#a34729
3483,"Abbott, Jacob",/browse/authors/a#a2136
3484,"Holbein, Hans",/browse/authors/h#a24893
3485,Stendhal,/browse/authors/s#a418
3486,"Ruck, Berta",/browse/authors/r#a38157
3487,"Oppenheim, E. Phillips (Edward Phillips)",/browse/authors/o#a594
3488,"Braybrooke, Richard Griffin, Baron",/browse/authors/b#a1182
3489,"Vehling, Joseph Dommers",/browse/authors/v#a34117
3490,"Morris, Richard",/browse/authors/m#a34489
3491,"Strunk, William",/browse/authors/s#a38672
3492,"Ellis, Havelock",/browse/authors/e#a2654
3493,"Lever, Charles James",/browse/authors/l#a1744
3494,"Harris, Joel Chandler",/browse/authors/h#a868
3495,"Castelo Branco, Camilo",/browse/authors/c#a6699
3496,"Honig, Winfried",/browse/authors/h#a1134
3497,"Graham, J. J. (James John)",/browse/authors/g#a4650
3498,"Bright, Mynors",/browse/authors/b#a1394
3499,"Leacock, Stephen",/browse/authors/l#a1221
3500,"Richards, Amy, active 1896-1918",/browse/authors/r#a57569
3501,"Smith, George O. (George Oliver)",/browse/authors/s#a8137
3502,"Linnell, Bruce R.",/browse/authors/l#a39348
3503,"Porter, Eleanor H. (Eleanor Hodgman)",/browse/authors/p#a200
3504,"Green, Anna Katharine",/browse/authors/g#a541
3505,"Greenaway, Kate",/browse/authors/g#a6307
3506,"Hume, Fergus",/browse/authors/h#a1057
3507,Machado de Assis,/browse/authors/m#a9685
3508,"Pepper, Charles M. (Charles Melville)",/browse/authors/p#a39354
3509,"Legge, James",/browse/authors/l#a1114
3510,"Thurston, Edgar",/browse/authors/t#a37835
3511,"Flaxman, John",/browse/authors/f#a49833
3512,"Michelet, Jules",/browse/authors/m#a8214
3513,"Vonnegut, Kurt",/browse/authors/v#a9812
3514,"Rhys, Ernest",/browse/authors/r#a6540
3515,"Biggers, Earl Derr",/browse/authors/b#a714
3516,"Brill, A. A. (Abraham Arden)",/browse/authors/b#a5774
3517,"Seneca, Lucius Annaeus",/browse/authors/s#a1308
3518,"Thwaites, Reuben Gold",/browse/authors/t#a33780
3519,"Paine, Albert Bigelow",/browse/authors/p#a1076
3520,"Browne, Hablot Knight",/browse/authors/b#a24934
3521,"Appleton, Victor",/browse/authors/a#a267
3522,"Optic, Oliver",/browse/authors/o#a260
3523,"Stratton-Porter, Gene",/browse/authors/s#a71
3524,"Neilson, William Allan",/browse/authors/n#a1119
3525,"Addison, Joseph",/browse/authors/a#a1024
3526,"Steele, Richard, Sir",/browse/authors/s#a984
3527,"Segalá y Estalella, Luis",/browse/authors/s#a49528
3528,"Veitch, John",/browse/authors/v#a1479
3529,"More, Thomas, Saint",/browse/authors/m#a827
3530,"Burroughs, John",/browse/authors/b#a1127
3531,"Rinehart, Mary Roberts",/browse/authors/r#a183
3532,"De Laurence, L. W. (Lauron William)",/browse/authors/d#a42287
3533,"Haussmann, William A.",/browse/authors/h#a46374
3534,"Seltzer, Thomas",/browse/authors/s#a5085
3535,"Graham, George R.",/browse/authors/g#a33746
3536,"Selby-Bigge, L. A. (Lewis Amherst), Sir",/browse/authors/s#a3125
3537,"Casanova, Giacomo",/browse/authors/c#a1075
3538,"Lane-Poole, Stanley",/browse/authors/l#a25154
3539,"James, M. R. (Montague Rhodes)",/browse/authors/j#a2768
3540,"Frost, Robert",/browse/authors/f#a1091
3541,"Wood, James, Rev.",/browse/authors/w#a4325
3542,"Motteux, Peter Anthony",/browse/authors/m#a4933
3543,"Yonge, Charles Duke",/browse/authors/y#a3581
3544,"Molesworth, Mrs.",/browse/authors/m#a2147
3545,"Vestal, Herman B.",/browse/authors/v#a33400
3546,"Dexter, Timothy",/browse/authors/d#a42217
3547,"Dreiser, Theodore",/browse/authors/d#a130
3548,"Pound, Ezra",/browse/authors/p#a2637
3549,"Baroja, Pío",/browse/authors/b#a2669
3550,"Rabelais, François",/browse/authors/r#a551
3551,"Santayana, George",/browse/authors/s#a5805
3552,"Lönnrot, Elias",/browse/authors/l#a4153
3553,"Safford, Mary J.",/browse/authors/s#a1802
3554,Petronius Arbiter,/browse/authors/p#a1743
3555,"Dunsany, Lord",/browse/authors/d#a2685
3556,"Leiber, Fritz",/browse/authors/l#a25421
3557,"Harvey, William",/browse/authors/h#a25917
3558,"Relyea, C. M. (Charles M.)",/browse/authors/r#a8637
3559,"Butcher, S. H. (Samuel Henry)",/browse/authors/b#a707
3560,"Barbour, Ralph Henry",/browse/authors/b#a2067
3561,"Wrenn, Charles L. (Charles Lewis)",/browse/authors/w#a25468
3562,Suetonius,/browse/authors/s#a2024
3563,"Sewell, Anna",/browse/authors/s#a154
3564,"Bradbury, Ray",/browse/authors/b#a41269
3565,"Crawford, F. Marion (Francis Marion)",/browse/authors/c#a1316
3566,"Zangwill, Israel",/browse/authors/z#a1987
3567,"Forester, Thomas",/browse/authors/f#a33375
3568,"Hope, Anthony",/browse/authors/h#a63
3569,"Davis, Richard Harding",/browse/authors/d#a181
3570,"Roget, Peter Mark",/browse/authors/r#a20
3571,"Urquhart, Thomas, Sir",/browse/authors/u#a4932
3572,"Richardson, Samuel",/browse/authors/r#a1959
3573,"Thomson, Alexander, M.D.",/browse/authors/t#a2039
3574,"Webster, John",/browse/authors/w#a857
3575,"Rowlandson, Mary White",/browse/authors/r#a445
3576,"Morley, John",/browse/authors/m#a3767
3577,"Firebaugh, W. C.",/browse/authors/f#a36279
3578,"Camões, Luís de",/browse/authors/c#a1183
3579,"Coleridge, Ernest Hartley",/browse/authors/c#a2902
3580,"Freeman, Mary Eleanor Wilkins",/browse/authors/f#a495
3581,"Fabre, Jean-Henri",/browse/authors/f#a735
3582,"Dods, Marcus",/browse/authors/d#a5058
3583,"Griffis, William Elliot",/browse/authors/g#a2568
3584,"Smith, Jessie Willcox",/browse/authors/s#a7158
3585,"Mahan, A. T. (Alfred Thayer)",/browse/authors/m#a5116
3586,"Caldecott, Randolph",/browse/authors/c#a3611
3587,"Aimard, Gustave",/browse/authors/a#a5146
3588,"Wilcox, Ella Wheeler",/browse/authors/w#a1138
3589,"Matull, Kurt",/browse/authors/m#a40698
3590,"Vaknin, Samuel",/browse/authors/v#a2702
3591,"Waley, Arthur",/browse/authors/w#a6752
3592,"Southey, Robert",/browse/authors/s#a488
3593,"Besant, Annie",/browse/authors/b#a1425
3594,"Sterne, Laurence",/browse/authors/s#a419
3595,"Lawrence, Frederic William",/browse/authors/l#a46066
3596,"Kirtlan, Ernest J. B. (Ernest John Brigham)",/browse/authors/k#a46067
3597,"Atkinson, William Walker",/browse/authors/a#a4862
3598,"Abbott, Thomas Kingsmill",/browse/authors/a#a4915
3599,"Buchan, John",/browse/authors/b#a285
3600,"Blankensee, Theo von",/browse/authors/b#a53456
3601,"Browning, Robert",/browse/authors/b#a146
3602,"Luce, Edmund",/browse/authors/l#a33572
3603,"Rachinskii, Sergei Aleksandrovich",/browse/authors/r#a6771
3604,"Della Chiesa, Carol",/browse/authors/d#a6146
3605,"Dulac, Edmund",/browse/authors/d#a7657
3606,Snorri Sturluson,/browse/authors/s#a312
3607,"Beardsley, Aubrey",/browse/authors/b#a41820
3608,"Einstein, Albert",/browse/authors/e#a1630
3609,"Lincoln, Abraham",/browse/authors/l#a3
3610,"Guerber, H. A. (Hélène Adeline)",/browse/authors/g#a5313
3611,"Northup, Solomon",/browse/authors/n#a43390
3612,"Martin, Eva (Translator)",/browse/authors/m#a981
3613,"Lane, Edward William",/browse/authors/l#a36870
3614,"Petrarca, Francesco",/browse/authors/p#a7519
3615,"Scott-Moncrieff, C. K. (Charles Kenneth)",/browse/authors/s#a217
3616,"Busch, Wilhelm",/browse/authors/b#a4959
3617,"Newton, Isaac",/browse/authors/n#a6288
3618,"Keller, Helen",/browse/authors/k#a895
3619,"Disraeli, Benjamin, Earl of Beaconsfield",/browse/authors/d#a1292
3620,"Stewart, Aubrey",/browse/authors/s#a1309
3621,"Arnold, Edwin, Sir",/browse/authors/a#a889
3622,"Cobb, Irvin S. (Irvin Shrewsbury)",/browse/authors/c#a559
3623,"Shelley, Percy Bysshe",/browse/authors/s#a1529
3624,"Ingersoll, Robert Green",/browse/authors/i#a2662
3625,"Čapek, Karel",/browse/authors/other#a4823
3626,"Silverberg, Robert",/browse/authors/s#a28358
3627,"Hamsun, Knut",/browse/authors/h#a2376
3628,"Sharp, Robert",/browse/authors/s#a4523
3629,"Richards, Laura Elizabeth Howe",/browse/authors/r#a1753
3630,"Harrison, James A. (James Albert)",/browse/authors/h#a4522
3631,Erckmann-Chatrian,/browse/authors/e#a2680
3632,Northern Nut Growers Association,/browse/authors/n#a9596
3633,"Hazlitt, William",/browse/authors/h#a800
3634,"Bourget, Paul",/browse/authors/b#a1346
3635,"Cannon, Richard",/browse/authors/c#a45414
3636,"Mayhew, A. L. (Anthony Lawson)",/browse/authors/m#a4591
3637,"Ashton, John",/browse/authors/a#a9006
3638,"Beerbohm, Max, Sir",/browse/authors/b#a397
3639,"Tarkington, Booth",/browse/authors/t#a169
3640,"James, G. P. R. (George Payne Rainsford)",/browse/authors/j#a1301
3641,"Smith, E. E. (Edward Elmer)",/browse/authors/s#a9515
3642,"Ford, H. J. (Henry Justice)",/browse/authors/f#a26630
3643,"Lessing, Gotthold Ephraim",/browse/authors/l#a990
3644,"Hale, Edward Everett",/browse/authors/h#a650
3645,"Nuttall, P. Austin",/browse/authors/n#a34230
3646,"Hills, E. C. (Elijah Clarence)",/browse/authors/h#a6455
3647,"Grant, James",/browse/authors/g#a8949
3648,"Allen, Grant",/browse/authors/a#a1452
3649,"Van Dongen, H. R.",/browse/authors/v#a26301
3650,"Burt, Mary E. (Mary Elizabeth)",/browse/authors/b#a6710
3651,"Sienkiewicz, Henryk",/browse/authors/s#a1052
3652,Epictetus,/browse/authors/e#a452
3653,"Francis, Dick",/browse/authors/f#a33940
3654,"Seton, Ernest Thompson",/browse/authors/s#a535
3655,"Giles, Herbert Allen",/browse/authors/g#a814
3656,"Webster, Jean",/browse/authors/w#a99
3657,"Carter, Nicholas (House name)",/browse/authors/c#a4161
3658,"Bindloss, Harold",/browse/authors/b#a1256
3659,"Goble, Warwick",/browse/authors/g#a25683
3660,"Lamb, Charles",/browse/authors/l#a293
3661,"Müller, F. Max (Friedrich Max)",/browse/authors/m#a787
3662,"Cuneo, Cyrus",/browse/authors/c#a9717
3663,"Marryat, Frederick",/browse/authors/m#a627
3664,"Whittier, John Greenleaf",/browse/authors/w#a455
3665,"Mansfield, Katherine",/browse/authors/m#a631
3666,"Galland, Antoine",/browse/authors/g#a31901
3667,"Giles, J. A. (John Allen)",/browse/authors/g#a760
3668,Project Gutenberg,/browse/authors/p#a114
3669,"Ross, Robert Baldwin",/browse/authors/r#a5421
3670,"Rangelovska, Lidija",/browse/authors/r#a24903
3671,"Morley, Christopher",/browse/authors/m#a109
3672,"Smith, Mary Campbell",/browse/authors/s#a46144
3673,Aeschylus,/browse/authors/a#a2825
3674,"Williamson, A. M. (Alice Muriel)",/browse/authors/w#a3796
3675,"Loti, Pierre",/browse/authors/l#a853
3676,"Johnson, Rossiter",/browse/authors/j#a3308
3677,"Kuprin, A. I. (Aleksandr Ivanovich)",/browse/authors/k#a1552
3678,"Poole, Edward Stanley",/browse/authors/p#a36869
3679,"Tracy, Louis",/browse/authors/t#a1627
3680,"Van Dyke, Henry",/browse/authors/v#a362
3681,"Besant, Walter",/browse/authors/b#a5404
3682,"Wu, Jianren",/browse/authors/w#a26060
3683,"Turpin, Edna Henry Lee",/browse/authors/t#a6842
3684,"Baldwin, James",/browse/authors/b#a1982
3685,"Hauff, Hermann",/browse/authors/h#a39587
3686,"Herzl, Theodor",/browse/authors/h#a31209
3687,"Rainey, W. (William)",/browse/authors/r#a9704
3688,"Koteliansky, S. S. (Samuel Solomonovitch)",/browse/authors/k#a4566
3689,"Sayce, A. H. (Archibald Henry)",/browse/authors/s#a4759
3690,"Owen, Robert Emmett",/browse/authors/o#a5821
3691,Arrian,/browse/authors/a#a44068
3692,"Chinnock, Edward James",/browse/authors/c#a44069
3693,"Markham, Clements R. (Clements Robert), Sir",/browse/authors/m#a2962
3694,"Gay, John",/browse/authors/g#a905
3695,"Long, George",/browse/authors/l#a2256
3696,"Fletcher, J. S. (Joseph Smith)",/browse/authors/f#a1761
3697,"Nicoll, W. Robertson (William Robertson), Sir",/browse/authors/n#a36133
3698,"Williams, George Alfred",/browse/authors/w#a4569
3699,"Couperus, Louis",/browse/authors/c#a4169
3700,"Upton, George P. (George Putnam)",/browse/authors/u#a5760
3701,"Edwards, Owen Morgan, Sir",/browse/authors/e#a1144
3702,"Wallace, Grace, Lady",/browse/authors/w#a1760
3703,"Knight, William Angus",/browse/authors/k#a3388
3704,"Stables, Gordon",/browse/authors/s#a4164
3705,"Claretie, Jules",/browse/authors/c#a1338
3706,"Standish, Burt L.",/browse/authors/s#a3848
3707,"Craddock, Charles Egbert",/browse/authors/c#a1759
3708,"Scott, Cyril",/browse/authors/s#a38080
3709,"Sologub, Fyodor",/browse/authors/s#a2481
3710,"Brazil, Angela",/browse/authors/b#a2544
3711,"Paul, Frank R. (Frank Rudolph)",/browse/authors/p#a31333
3712,"Bower, B. M.",/browse/authors/b#a275
3713,"Vaughan, Robert",/browse/authors/v#a53815
3714,"Harper, Charles G. (Charles George)",/browse/authors/h#a39133
3715,"Rosell, Cayetano",/browse/authors/r#a54109
3716,"Bridgman, L. J. (Lewis Jesse)",/browse/authors/b#a8122
3717,"Webster, Noah",/browse/authors/w#a139
3718,"Hawthorne, Julian",/browse/authors/h#a675
3719,"Wallace, Edgar",/browse/authors/w#a999
3720,Omar Khayyam,/browse/authors/o#a1787
3721,"Marlowe, Stephen",/browse/authors/m#a32369
3722,"Snell, Roy J. (Roy Judson)",/browse/authors/s#a3593
3723,"Goldfrap, John Henry",/browse/authors/g#a1974
3724,"Brooke, L. Leslie (Leonard Leslie)",/browse/authors/b#a3547
3725,"Congreve, William",/browse/authors/c#a547
3726,"Cowper, William",/browse/authors/c#a1270
3727,"Mee, Arthur",/browse/authors/m#a4518
3728,"Chase, Josephine",/browse/authors/c#a1598
3729,"Bangs, John Kendrick",/browse/authors/b#a979
3730,"Swinburne, Algernon Charles",/browse/authors/s#a832
3731,"Calderón de la Barca, Pedro",/browse/authors/c#a970
3732,"Haldane, R. B. Haldane (Richard Burdon Haldane), Viscount",/browse/authors/h#a7742
3733,"Schelling, George",/browse/authors/s#a25425
3734,"Castlemon, Harry",/browse/authors/c#a2274
3735,Confucius,/browse/authors/c#a1180
3736,"Newman, John Henry",/browse/authors/n#a8264
3737,"Leonardo, da Vinci",/browse/authors/l#a1629
3738,"Cummings, Ray",/browse/authors/c#a8443
3739,"Heine, Heinrich",/browse/authors/h#a1049
3740,"Brooke, Rupert",/browse/authors/b#a148
3741,"Wraxall, Lascelles, Sir",/browse/authors/w#a41528
3742,"Valéry, Paul",/browse/authors/v#a49451
3743,"Abbott, Eleanor Hallowell",/browse/authors/a#a5556
3744,"Bailey, Arthur Scott",/browse/authors/b#a1842
3745,"White, Stewart Edward",/browse/authors/w#a247
3746,"Bein, Alex",/browse/authors/b#a31211
3747,"Lipsky, Louis",/browse/authors/l#a31210
3748,"Yule, Henry, Sir",/browse/authors/y#a5823
3749,United States. National Park Service,/browse/authors/u#a45167
3750,"Williamson, C. N. (Charles Norris)",/browse/authors/w#a3522
3751,"Durkheim, Émile",/browse/authors/d#a40654
3752,"Vasari, Giorgio",/browse/authors/v#a9769
3753,"Hartley, Florence",/browse/authors/h#a37476
3754,"Wall, Charles Heron",/browse/authors/w#a2877
3755,"Lagerlöf, Selma",/browse/authors/l#a1717
3756,"Roberts, Charles G. D., Sir",/browse/authors/r#a2272
3757,"Smiles, Samuel",/browse/authors/s#a224
3758,"Byington, Steven T. (Steven Tracy)",/browse/authors/b#a37097
3759,"Talvio, Maila",/browse/authors/t#a39128
3760,"Bates, Harry",/browse/authors/b#a33755
3761,"Bergson, Henri",/browse/authors/b#a1462
3762,"Garnett, Richard",/browse/authors/g#a3305
3763,"Barnum, P. T. (Phineas Taylor)",/browse/authors/b#a2816
3764,"Alarcón, Pedro Antonio de",/browse/authors/a#a6108
3765,"McCutcheon, George Barr",/browse/authors/m#a1555
3766,"Playfair, Nigel",/browse/authors/p#a50306
3767,"Selver, Paul",/browse/authors/s#a50307
3768,"Spence, Lewis",/browse/authors/s#a5707
3769,"Johnston, Annie F. (Annie Fellows)",/browse/authors/j#a3050
3770,"Curtin, Jeremiah",/browse/authors/c#a1053
3771,"De la Mare, Walter",/browse/authors/d#a1108
3772,"Otis, James",/browse/authors/o#a1433
3773,"Weyman, Stanley John",/browse/authors/w#a742
3774,"Millar, H. R. (Harold Robert)",/browse/authors/m#a7296
3775,"Esenwein, J. Berg (Joseph Berg)",/browse/authors/e#a6618
3776,"Westerman, Percy F. (Percy Francis)",/browse/authors/w#a32140
3777,"Lewis, Sinclair",/browse/authors/l#a278
3778,"Craik, Dinah Maria Mulock",/browse/authors/c#a264
3779,"Charton, Édouard",/browse/authors/c#a25419
3780,"Unamuno, Miguel de",/browse/authors/u#a5605
3781,"Tozer, A. W. (Aiden Wilson)",/browse/authors/t#a31096
3782,"Walpole, Hugh",/browse/authors/w#a1207
3783,"Kemp, J. (John)",/browse/authors/k#a41713
3784,"Grant, Ulysses S. (Ulysses Simpson)",/browse/authors/g#a527
3785,"Rilke, Rainer Maria",/browse/authors/r#a846
3786,"Sharp, R. Farquharson (Robert Farquharson)",/browse/authors/s#a862
3787,"Musset, Alfred de",/browse/authors/m#a1341
3788,"McGuffey, William Holmes",/browse/authors/m#a5671
3789,"Mathews, Joanna H. (Joanna Hooe)",/browse/authors/m#a2089
3790,"Bradley, A. C. (Andrew Cecil)",/browse/authors/b#a7061
3791,"Hoffmann, E. T. A. (Ernst Theodor Amadeus)",/browse/authors/h#a2008
3792,"Wood, Wallace",/browse/authors/w#a32276
3793,"Rodríguez, Jorge R.",/browse/authors/r#a9778
3794,"Dobson, Austin",/browse/authors/d#a2155
3795,"O'Brien, Edward J. (Edward Joseph)",/browse/authors/o#a3022
3796,"Fraser, Claud Lovat",/browse/authors/f#a26493
3797,"Hubbard, Elbert",/browse/authors/h#a228
3798,"Edgeworth, Maria",/browse/authors/e#a630
3799,"Summers, Leo",/browse/authors/s#a26735
3800,"Casas, Bartolomé de las",/browse/authors/c#a9232
3801,"Keller, Arthur Ignatius",/browse/authors/k#a7429
3802,Livy,/browse/authors/l#a3707
3803,"Fuqua, Robert",/browse/authors/f#a34611
3804,"Mikszáth, Kálmán",/browse/authors/m#a26008
3805,"Lucian, of Samosata",/browse/authors/l#a1997
3806,Vitruvius Pollio,/browse/authors/v#a9180
3807,"Kleiser, Grenville",/browse/authors/k#a4071
3808,"Hegel, Georg Wilhelm Friedrich",/browse/authors/h#a2161
3809,"Hurlbut, Jesse Lyman",/browse/authors/h#a33676
3810,"Barrows, David P.",/browse/authors/b#a33413
3811,"Rohmer, Sax",/browse/authors/r#a110
3812,United States,/browse/authors/u#a1
3813,"Burney, Fanny",/browse/authors/b#a2010
3814,"Hornung, E. W. (Ernest William)",/browse/authors/h#a364
3815,"Gissing, George",/browse/authors/g#a641
3816,"Wyeth, N. C. (Newell Convers)",/browse/authors/w#a32841
3817,"Hotten, John Camden",/browse/authors/h#a41526
3818,"Lofting, Hugh",/browse/authors/l#a269
3819,"Abbott, Edwin Abbott",/browse/authors/a#a64
3820,"Polo, Marco",/browse/authors/p#a3613
3821,"Luo, Guanzhong",/browse/authors/l#a1511
3822,"Apollinaire, Guillaume",/browse/authors/a#a6075
3823,"De Quille, Dan",/browse/authors/d#a53016
3824,"Muir, John",/browse/authors/m#a180
3825,"Stein, Gertrude",/browse/authors/s#a6032
3826,"Reynolds, Mack",/browse/authors/r#a25744
3827,"Leslie, Eliza",/browse/authors/l#a2148
3828,"Lucas, E. V. (Edward Verrall)",/browse/authors/l#a818
3829,"Lear, Edward",/browse/authors/l#a498
3830,"Abbott, John S. C. (John Stevens Cabot)",/browse/authors/a#a1298
3831,"Robinson, Gordon",/browse/authors/r#a8419
3832,"Strang, Herbert",/browse/authors/s#a5234
3833,"Patmore, Coventry",/browse/authors/p#a1354
3834,"Curtis, George William",/browse/authors/c#a2048
3835,"Bjørnson, Bjørnstjerne",/browse/authors/b#a1772
3836,"Lamb, Mary",/browse/authors/l#a294
3837,"Roberts, B. H. (Brigham Henry)",/browse/authors/r#a37629
3838,"Blackmore, R. D. (Richard Doddridge)",/browse/authors/b#a439
3839,"De Vere, Gaston du C.",/browse/authors/d#a31247
3840,"Weir, Harrison",/browse/authors/w#a8210
3841,"Cady, Harrison",/browse/authors/c#a8456
3842,"Frost, A. B. (Arthur Burdett)",/browse/authors/f#a24799
3843,"Sayers, Dorothy L. (Dorothy Leigh)",/browse/authors/s#a45867
3844,"Field, Claud",/browse/authors/f#a26394
3845,"Del Rey, Lester",/browse/authors/d#a8240
3846,"Warrack, G. (Grace Harriet)",/browse/authors/w#a47134
3847,"Julian, of Norwich",/browse/authors/j#a47157
3848,"Taine, Hippolyte",/browse/authors/t#a969
3849,"De Presno, Odd",/browse/authors/d#a58
3850,"Curwood, James Oliver",/browse/authors/c#a1487
3851,"Jewett, Sarah Orne",/browse/authors/j#a202
3852,"Macy, John Albert",/browse/authors/m#a897
3853,"Korolenko, Vladimir Galaktionovich",/browse/authors/k#a5088
3854,"Wood, Henry, Mrs.",/browse/authors/w#a1177
3855,"Gibson, Charles Dana",/browse/authors/g#a26456
3856,"Wilder, Marshall P. (Marshall Pinckney)",/browse/authors/w#a8044
3857,"Cordier, Henri",/browse/authors/c#a5822
3858,"Service, Robert W. (Robert William)",/browse/authors/s#a117
3859,"Horne, Charles F. (Charles Francis)",/browse/authors/h#a3319
3860,"Rusticiano, da Pisa",/browse/authors/r#a6046
3861,"Donne, John",/browse/authors/d#a8886
3862,"Cole, G. D. H. (George Douglas Howard)",/browse/authors/c#a43277
3863,"Hancock, H. Irving (Harrie Irving)",/browse/authors/h#a2034
3864,"Hough, Emerson",/browse/authors/h#a1094
3865,"Stevenson, Burton Egbert",/browse/authors/s#a980
3866,"Matthews, Brander",/browse/authors/m#a1992
3867,"Mackail, J. W. (John William)",/browse/authors/m#a881
3868,"Norton, Andre",/browse/authors/n#a7021
3869,"Gaughan, Jack",/browse/authors/g#a35615
3870,"Miller, Francis Trevelyan",/browse/authors/m#a309
3871,"D'Annunzio, Gabriele",/browse/authors/d#a9030
3872,"Waller, A. R. (Alfred Rayney)",/browse/authors/w#a956
3873,"Long, William J. (William Joseph)",/browse/authors/l#a744
3874,"Marden, Orison Swett",/browse/authors/m#a1515
3875,"Artsybashev, M. (Mikhail)",/browse/authors/a#a2955
3876,"Allen, James",/browse/authors/a#a1483
3877,"Anderson, Rasmus Björn",/browse/authors/a#a4534
3878,"Rose, Temi",/browse/authors/r#a46494
3879,"Monstrelet, Enguerrand de",/browse/authors/m#a46108
3880,"Johnes, Thomas",/browse/authors/j#a46109
3881,"Kilmer, Joyce",/browse/authors/k#a149
3882,"Kirk, Maria Louise",/browse/authors/k#a9513
3883,"De Amicis, Edmondo",/browse/authors/d#a7650
3884,"Sellar, A. M.",/browse/authors/s#a39602
3885,"Bede, the Venerable, Saint",/browse/authors/b#a39416
3886,"Finley, Martha",/browse/authors/f#a2044
3887,"Church, Alfred John",/browse/authors/c#a2020
3888,"Gaboriau, Emile",/browse/authors/g#a172
3889,"Jefferies, Richard",/browse/authors/j#a229
3890,"Arthur, T. S. (Timothy Shay)",/browse/authors/a#a1513
3891,"Mooney, James",/browse/authors/m#a26733
3892,"Shuckburgh, Evelyn S. (Evelyn Shirley)",/browse/authors/s#a1033
3893,"Sheckley, Robert",/browse/authors/s#a2960
3894,"Thomas, à Kempis",/browse/authors/t#a682
3895,"Higley, William Kerr",/browse/authors/h#a44342
3896,"Palacio Valdés, Armando",/browse/authors/p#a4015
3897,"Gummere, Francis Barton",/browse/authors/g#a497
3898,"Miller, Alex. McVeigh, Mrs.",/browse/authors/m#a35103
3899,"Moore, Thomas",/browse/authors/m#a2185
3900,"Reynolds, Francis J. (Francis Joseph)",/browse/authors/r#a4145
3901,"Benham, William",/browse/authors/b#a5970
3902,"Lawson, Robert W. (Robert William)",/browse/authors/l#a33534
3903,American Thread Company,/browse/authors/a#a50912
3904,"Swain, Joseph Ward",/browse/authors/s#a41138
